V-1,V-2,V-3,V-4,V-5,V-6,V-7,V-8,V-11,V-12,V-13,V-14,V-15,V-16,V-17,V-18,V-19,V-20,V-21,V-22,V-23,V-24,V-25,V-26,V-27,V-28,V-29,V-9
5,"6,740","1,300",674.00,100,603.07,6,780,"4,134",47.94,55.74,3.43,"202,490","2,020",44.52,155.47,"6,442",15.00,683.14,741.88,"1,755","8,372",55.71,46.87,"2,403","26,504","612,314",990
5,"3,180",700,1049.40,330,732.16,5,"1,600","2,995",120.56,108.34,2.49,"840,763","5,161",109.86,171.32,"25,381",14.80,1742.88,1869.30,"9,050","9,067",113.70,115.46,"10,435","25,961","1,319,237","2,000"
5,"2,630",580,315.60,120,599.10,6,850,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679","1,100"
5,870,230,69.60,80,650.79,6,320,"3,600",31.96,33.62,2.71,"108,506","1,749",27.68,92.91,"1,896",15.00,463.32,630.38,"1,755","4,613",32.98,25.41,"1,914","22,258","406,027",430
5,"1,810",400,488.70,270,538.07,6,"2,000","3,512",131.18,118.01,2.88,"982,329","5,863",116.54,234.51,"37,149",14.40,1870.46,1957.40,"9,147","9,166",120.31,123.71,"9,784","30,962","1,512,279","2,700"
5,"2,190",490,503.70,230,786.46,6,"1,200","2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789","1,500"
5,"2,500",640,300.00,120,599.10,4,810,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679",970
5,"3,650",940,1168.00,320,802.83,5,"1,500","2,849",115.66,105.54,2.63,"785,675","4,949",108.40,191.46,"25,240",15.00,1671.78,1796.52,"8,988","9,007",110.75,112.13,"10,942","32,741","1,222,376","1,800"
5,990,260,297.00,300,581.16,6,"1,700","4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","2,500"
5,"2,330",600,256.30,110,792.82,4,390,"2,413",37.90,39.11,1.28,"137,382","1,248",32.64,147.24,"3,345",15.00,567.18,688.67,"1,755","5,551",40.26,33.39,"1,589","24,996","407,045",460
5,"1,190",310,107.10,90,632.29,5,500,"2,331",42.96,46.09,1.95,"167,441","1,282",35.58,177.49,"5,107",15.00,613.73,656.12,"1,755","8,108",48.28,39.94,"1,707","25,743","541,851",630
5,"2,370",730,71.10,30,400.73,3,210,"2,087",21.22,23.81,2.57,"71,044",679,22.05,88.61,"1,134",15.00,244.92,377.04,"1,750","3,804",24.07,16.28,"1,078","24,829","437,027",270
5,"1,040",270,41.60,40,534.30,5,210,"2,087",21.22,23.81,2.57,"71,044",679,22.05,88.61,"1,134",15.00,244.92,377.04,"1,750","3,804",24.07,16.28,"1,078","24,829","437,027",310
5,"5,280","1,160",1584.00,300,659.02,5,"1,500","3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","1,900"
6,760,200,174.80,230,786.46,11,810,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789","1,200"
6,920,210,119.60,130,649.02,8,"1,300","6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679","1,900"
6,"1,020",270,142.80,140,829.60,6,840,"4,981",49.08,56.64,4.09,"215,567","2,273",47.14,160.14,"7,113",15.00,704.38,771.02,"1,755","8,235",57.48,49.15,"2,603","28,750","610,491","1,100"
6,"1,310",340,52.40,40,534.30,5,470,"2,087",21.22,23.81,2.57,"71,044",679,22.05,88.61,"1,134",15.00,244.92,377.04,"1,750","3,804",24.07,16.28,"1,078","24,829","437,027",690
6,"1,040",270,93.60,90,718.81,5,810,"3,267",35.58,37.64,1.67,"125,696","1,575",30.76,102.14,"2,322",15.00,483.68,669.96,"1,755","4,940",37.36,30.35,"1,677","20,920","391,609","1,000"
6,200,60,6.00,30,718.79,11,230,"2,691",12.62,11.56,1.45,"41,408",350,14.54,45.37,431,12.00,183.84,225.04,"1,623","1,763",12.15,10.59,390,"23,427","157,940",500
6,"2,880",740,662.40,230,579.07,5,"2,300","2,907",106.98,102.51,2.71,"680,657","4,643",103.94,138.87,"14,430",15.00,1500.50,1635.04,"8,848","8,872",104.83,105.23,"12,423","27,749","1,115,912","2,800"
6,"1,820",400,546.00,300,541.61,7,"2,600","4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","3,900"
6,"3,050",670,1006.50,330,508.61,5,"4,300","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","5,200"
6,850,220,68.00,80,548.12,5,870,"2,749",44.16,48.38,2.37,"175,925","1,448",36.78,186.26,"6,024",15.00,624.96,672.96,"1,755","8,449",50.52,41.61,"1,841","27,930","574,568","1,100"
6,"1,070",210,42.80,40,772.31,9,430,"2,867",28.60,29.93,3.15,"95,474","1,340",25.80,100.81,"1,816",15.00,432.66,555.52,"1,753","4,368",30.41,21.82,"1,923","25,562","414,497",670
6,540,140,70.20,130,759.17,7,"1,400","5,936",51.58,58.02,4.92,"245,985","2,807",52.58,133.58,"6,569",15.00,757.58,796.02,"1,755","8,070",60.57,53.90,"3,024","25,021","598,322","1,900"
6,"1,800",400,378.00,210,659.84,6,"2,000","3,166",92.42,92.25,2.83,"558,625","3,610",95.80,179.82,"10,346",15.00,1248.68,1350.94,"8,548","8,579",94.54,94.01,"12,233","29,482","958,166","2,400"
6,"3,260",720,489.00,150,642.91,5,"1,500","4,539",66.04,72.88,3.42,"386,245","4,682",77.80,202.74,"8,599",14.20,929.04,1045.48,"7,997","8,052",76.75,73.11,"5,183","24,097","723,326","1,800"
6,"1,450",320,377.00,260,443.35,7,"3,100","5,254",153.50,136.19,4.52,"1,254,762","7,601",152.06,253.58,"43,331",12.80,2193.06,2313.26,"9,237","9,278",133.33,137.40,"9,768","29,153","1,692,849","4,200"
6,840,220,100.80,120,690.02,6,770,"3,238",45.52,51.70,2.70,"183,537","1,611",38.90,139.95,"5,249",15.00,631.34,700.22,"1,755","8,578",52.62,43.23,"2,018","22,187","595,007","1,000"
6,"1,330",300,172.90,130,649.02,7,"1,100","6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679","1,500"
6,360,100,86.40,240,409.25,8,"3,300","5,254",153.50,136.19,4.52,"1,254,762","7,601",152.06,253.58,"43,331",12.80,2193.06,2313.26,"9,237","9,278",133.33,137.40,"9,768","29,153","1,692,849","4,600"
6,"1,910",420,152.80,80,425.62,6,"1,000","6,282",53.92,59.10,5.37,"282,104","3,280",58.22,163.15,"8,317",15.00,766.14,824.22,"1,755","8,007",64.00,58.61,"3,402","29,575","607,308","1,300"
7,350,143,122.50,350,442.61,3,"1,800","5,392",223.94,191.45,5.77,"1,632,335","15,189",267.92,237.89,"44,071",11.00,3001.78,3434.60,"9,416","9,525",169.80,180.22,"10,394","32,629","2,255,145","1,900"
7,900,150,63.00,70,751.88,6,210,"2,514",25.04,26.87,3.04,"81,307","1,036",23.92,82.62,"1,275",15.00,310.00,441.98,"1,751","4,025",27.53,18.63,"1,586","21,616","415,497",300
7,"2,190",420,459.90,210,652.57,7,"1,000","3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311","1,300"
7,770,170,231.00,300,728.81,7,"1,400","2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579","1,800"
7,"1,060",240,190.80,180,784.87,7,"1,100","5,438",62.70,69.46,4.28,"365,019","4,475",73.52,233.90,"10,366",14.20,885.52,986.50,"6,718","8,016",73.60,69.75,"4,594","30,372","685,447","1,500"
7,"3,270",510,327.00,100,579.84,9,230,"2,609",26.94,28.40,3.07,"86,869","1,205",24.86,91.38,"1,520",15.00,335.58,526.36,"1,752","4,204",28.98,20.16,"1,782","23,562","412,519",360
7,920,290,46.00,50,513.26,4,190,"2,210",23.12,25.34,2.74,"75,744",811,22.99,74.55,"1,080",15.00,269.16,401.40,"1,750","4,080",26.16,17.38,"1,339","19,722","439,001",260
7,360,100,86.40,240,409.25,8,"1,600","5,254",153.50,136.19,4.52,"1,254,762","7,601",152.06,253.58,"43,331",12.80,2193.06,2313.26,"9,237","9,278",133.33,137.40,"9,768","29,153","1,692,849","2,200"
7,680,180,40.80,60,644.47,6,300,"2,514",25.04,26.87,3.04,"81,307","1,036",23.92,82.62,"1,275",15.00,310.00,441.98,"1,751","4,025",27.53,18.63,"1,586","21,616","415,497",420
7,940,250,94.00,100,723.33,6,550,"2,096",40.40,41.73,1.41,"151,044","1,204",34.08,155.81,"3,717",15.00,591.58,657.03,"1,755","6,839",44.41,36.64,"1,584","21,545","469,042",720
7,"7,010","1,200",1472.10,210,718.07,7,"1,200","2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789","1,500"
7,"1,310",290,104.80,80,578.67,7,480,"2,096",40.40,41.73,1.41,"151,044","1,204",34.08,155.81,"3,717",15.00,591.58,657.03,"1,755","6,839",44.41,36.64,"1,584","21,545","469,042",650
7,"2,110",470,189.90,90,620.86,5,490,"2,180",38.96,39.87,1.38,"144,653","1,274",33.43,178.04,"4,043",15.00,581.18,679.75,"1,755","6,162",42.17,34.99,"1,571","27,120","436,472",590
7,"1,380",310,193.20,140,744.83,7,700,"6,282",53.92,59.10,5.37,"282,104","3,280",58.22,163.15,"8,317",15.00,766.14,824.22,"1,755","8,007",64.00,58.61,"3,402","29,575","607,308",960
7,"1,540",400,154.00,100,555.04,5,870,"5,995",52.86,58.32,5.00,"263,012","3,119",55.38,147.80,"7,393",15.00,755.22,824.80,"1,755","8,027",62.17,56.33,"3,221","27,269","599,285","1,100"
7,"1,450",320,203.00,140,600.05,7,840,"4,539",66.04,72.88,3.42,"386,245","4,682",77.80,202.74,"8,599",14.20,929.04,1045.48,"7,997","8,052",76.75,73.11,"5,183","24,097","723,326","1,100"
7,"1,980",440,495.00,250,549.19,6,"1,700","3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","2,300"
7,"2,390",610,71.70,30,585.11,4,170,"2,028",15.52,17.69,1.67,"53,082",440,18.30,67.27,618,14.40,205.58,272.32,"1,750","2,557",16.26,12.76,504,"24,118","287,605",220
7,"1,990",440,258.70,130,721.55,6,840,"5,995",52.86,58.32,5.00,"263,012","3,119",55.38,147.80,"7,393",15.00,755.22,824.80,"1,755","8,027",62.17,56.33,"3,221","27,269","599,285","1,100"
7,360,80,21.60,60,644.47,11,330,"2,514",25.04,26.87,3.04,"81,307","1,036",23.92,82.62,"1,275",15.00,310.00,441.98,"1,751","4,025",27.53,18.63,"1,586","21,616","415,497",570
7,"2,240",430,134.40,60,434.00,8,390,"2,096",40.40,41.73,1.41,"151,044","1,204",34.08,155.81,"3,717",15.00,591.58,657.03,"1,755","6,839",44.41,36.64,"1,584","21,545","469,042",550
8,"1,580",363,331.80,210,526.86,8,"1,200","2,849",115.66,105.54,2.63,"785,675","4,949",108.40,191.46,"25,240",15.00,1671.78,1796.52,"8,988","9,007",110.75,112.13,"10,942","32,741","1,222,376","1,800"
8,"1,580",363,284.40,180,615.49,8,770,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789","1,000"
8,270,90,24.30,90,693.15,7,480,"3,456",34.26,36.36,2.02,"122,097","1,623",29.55,117.43,"2,574",15.00,521.40,650.42,"1,755","4,766",35.72,28.80,"1,744","26,330","393,921",650
8,620,160,62.00,100,436.04,6,"1,100","5,438",62.70,69.46,4.28,"365,019","4,475",73.52,233.90,"10,366",14.20,885.52,986.50,"6,718","8,016",73.60,69.75,"4,594","30,372","685,447","1,400"
8,"1,510",390,241.60,160,654.09,5,"1,100","3,646",69.60,75.75,2.69,"411,146","4,727",81.40,217.62,"9,260",14.40,969.18,1098.46,"8,066","8,119",79.51,76.56,"6,122","26,395","760,256","1,300"
8,470,120,14.10,30,579.23,7,330,"2,867",28.60,29.93,3.15,"95,474","1,340",25.80,100.81,"1,816",15.00,432.66,555.52,"1,753","4,368",30.41,21.82,"1,923","25,562","414,497",460
8,"1,020",320,102.00,100,575.02,4,550,"3,238",45.52,51.70,2.70,"183,537","1,611",38.90,139.95,"5,249",15.00,631.34,700.22,"1,755","8,578",52.62,43.23,"2,018","22,187","595,007",670
8,450,120,103.50,230,505.25,7,"1,700","3,149",125.76,112.64,2.68,"911,839","5,083",111.84,199.59,"30,523",14.60,1774.48,1887.80,"9,104","9,121",116.27,119.22,"9,851","28,432","1,415,011","2,400"
8,530,140,148.40,280,542.42,7,"1,800","4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","2,700"
8,"1,050",270,115.50,110,612.31,6,840,"5,392",50.30,57.71,4.52,"229,587","2,463",49.96,120.48,"5,846",15.00,727.76,781.22,"1,755","8,153",59.11,51.48,"2,840","22,833","605,836","1,100"
8,640,250,96.00,150,654.06,2,"1,100","5,438",62.70,69.46,4.28,"365,019","4,475",73.52,233.90,"10,366",14.20,885.52,986.50,"6,718","8,016",73.60,69.75,"4,594","30,372","685,447","1,200"
8,400,110,40.00,100,499.25,7,880,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679","1,200"
8,"1,300",290,247.00,190,735.11,7,"1,100","2,833",73.46,77.81,2.44,"435,378","4,413",84.62,230.64,"9,859",14.60,1008.40,1151.92,"8,148","8,194",82.25,79.82,"7,282","28,749","799,504","1,400"
8,670,180,154.10,230,577.03,6,"1,700","2,849",115.66,105.54,2.63,"785,675","4,949",108.40,191.46,"25,240",15.00,1671.78,1796.52,"8,988","9,007",110.75,112.13,"10,942","32,741","1,222,376","2,200"
8,510,160,15.30,30,654.64,5,150,"2,465",13.16,13.09,1.32,"43,705",357,15.48,39.42,358,12.60,187.76,225.70,"1,672","1,967",12.98,11.03,385,"18,608","184,551",210
8,780,200,241.80,310,753.11,6,"1,400","2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579","1,700"
8,"1,060",280,349.80,330,795.15,5,"1,600","3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789","1,900"
8,"1,580",410,47.40,30,585.11,5,210,"2,028",15.52,17.69,1.67,"53,082",440,18.30,67.27,618,14.40,205.58,272.32,"1,750","2,557",16.26,12.76,504,"24,118","287,605",300
8,"1,540",340,154.00,100,592.57,7,710,"4,981",49.08,56.64,4.09,"215,567","2,273",47.14,160.14,"7,113",15.00,704.38,771.02,"1,755","8,235",57.48,49.15,"2,603","28,750","610,491",970
8,770,200,146.30,190,590.42,6,"1,300","3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311","1,600"
8,550,140,44.00,80,578.67,7,530,"2,096",40.40,41.73,1.41,"151,044","1,204",34.08,155.81,"3,717",15.00,591.58,657.03,"1,755","6,839",44.41,36.64,"1,584","21,545","469,042",720
9,970,250,97.00,100,583.97,6,360,"5,936",51.58,58.02,4.92,"245,985","2,807",52.58,133.58,"6,569",15.00,757.58,796.02,"1,755","8,070",60.57,53.90,"3,024","25,021","598,322",480
9,500,130,145.00,290,523.56,7,920,"4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","1,400"
9,"1,680",370,285.60,170,490.23,6,800,"3,086",102.28,100.87,2.82,"634,092","4,450",101.50,119.37,"10,964",15.00,1452.42,1533.58,"8,759","8,784",102.10,101.70,"12,754","25,338","1,073,299","1,000"
9,520,120,62.40,120,667.98,9,360,"5,392",50.30,57.71,4.52,"229,587","2,463",49.96,120.48,"5,846",15.00,727.76,781.22,"1,755","8,153",59.11,51.48,"2,840","22,833","605,836",520
10,300,80,33.00,110,536.64,9,670,"6,399",57.52,63.61,4.97,"320,626","3,903",65.72,163.58,"7,968",14.60,813.66,867.54,"4,224","8,004",68.33,63.45,"3,939","25,721","629,302",960
10,280,90,44.80,160,388.70,6,710,"2,779",111.38,104.22,2.61,"726,637","4,906",106.42,162.90,"19,189",15.00,1592.28,1720.64,"8,921","8,940",107.64,108.68,"11,765","30,217","1,157,579",870
10,660,170,112.20,170,490.23,6,680,"3,086",102.28,100.87,2.82,"634,092","4,450",101.50,119.37,"10,964",15.00,1452.42,1533.58,"8,759","8,784",102.10,101.70,"12,754","25,338","1,073,299",850
10,450,120,54.00,120,490.57,8,500,"3,646",69.60,75.75,2.69,"411,146","4,727",81.40,217.62,"9,260",14.40,969.18,1098.46,"8,066","8,119",79.51,76.56,"6,122","26,395","760,256",670
10,950,250,114.00,120,514.33,5,500,"4,539",66.04,72.88,3.42,"386,245","4,682",77.80,202.74,"8,599",14.20,929.04,1045.48,"7,997","8,052",76.75,73.11,"5,183","24,097","723,326",620
10,430,100,8.60,20,436.43,10,90,"2,465",13.16,13.09,1.32,"43,705",357,15.48,39.42,358,12.60,187.76,225.70,"1,672","1,967",12.98,11.03,385,"18,608","184,551",180
10,490,160,14.70,30,467.30,5,100,"1,851",16.78,19.22,1.81,"56,363",463,19.23,60.37,588,15.00,209.44,290.74,"1,750","3,018",18.17,13.48,603,"19,157","348,141",150
11,870,230,174.00,200,481.91,6,"1,300","3,250",97.24,96.64,2.97,"598,494","3,684",98.82,171.36,"11,690",15.00,1313.86,1410.34,"8,648","8,675",98.19,97.96,"12,545","31,950","1,022,789","1,600"
11,220,70,30.80,140,478.71,7,770,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789",970
11,600,160,12.00,20,392.14,6,110,"1,938",19.72,22.28,2.17,"65,217",604,21.11,77.85,908,15.00,244.32,352.90,"1,750","3,529",21.95,15.28,880,"22,887","408,794",180
11,"2,650",590,238.50,90,449.32,5,810,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679","1,000"
12,"1,370",300,109.60,80,476.68,7,640,"3,722",46.66,54.17,3.06,"192,698","1,796",41.46,148.74,"5,821",15.00,656.96,713.36,"1,755","8,561",54.03,44.86,"2,186","24,316","608,009",850
12,700,180,42.00,60,488.09,6,250,"3,600",31.96,33.62,2.71,"108,506","1,749",27.68,92.91,"1,896",15.00,463.32,630.38,"1,755","4,613",32.98,25.41,"1,914","22,258","406,027",330
12,"1,810",470,488.70,270,523.05,5,860,"4,848",144.08,130.12,3.63,"1,156,755","6,889",136.84,235.87,"40,044",13.40,2088.96,2155.24,"9,208","9,242",129.20,132.55,"9,654","26,609","1,691,139","1,200"
12,960,250,67.20,70,417.09,5,350,"3,722",46.66,54.17,3.06,"192,698","1,796",41.46,148.74,"5,821",15.00,656.96,713.36,"1,755","8,561",54.03,44.86,"2,186","24,316","608,009",430
12,990,310,99.00,100,499.25,4,550,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679",660
12,980,250,107.80,110,471.47,5,780,"4,539",66.04,72.88,3.42,"386,245","4,682",77.80,202.74,"8,599",14.20,929.04,1045.48,"7,997","8,052",76.75,73.11,"5,183","24,097","723,326",960
12,380,100,60.80,160,547.10,8,650,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789",840
12,540,140,75.60,140,478.71,6,900,"2,826",77.46,79.82,2.48,"464,277","3,945",88.06,241.80,"10,394",14.80,1055.74,1214.26,"8,226","8,269",85.36,83.04,"8,539","31,160","846,789","1,100"
12,280,80,22.40,80,444.03,9,650,"5,995",52.86,58.32,5.00,"263,012","3,119",55.38,147.80,"7,393",15.00,755.22,824.80,"1,755","8,027",62.17,56.33,"3,221","27,269","599,285",970
12,"1,000",260,20.00,20,436.43,5,80,"2,465",13.16,13.09,1.32,"43,705",357,15.48,39.42,358,12.60,187.76,225.70,"1,672","1,967",12.98,11.03,385,"18,608","184,551",110
12,"2,390",530,239.00,100,499.25,6,400,"6,186",55.48,60.99,5.30,"300,147","3,543",61.70,138.35,"7,016",14.80,785.74,848.80,"2,989","8,006",66.17,60.89,"3,665","23,479","616,679",520
12,810,210,194.40,240,532.48,6,900,"2,995",120.56,108.34,2.49,"840,763","5,161",109.86,171.32,"25,381",14.80,1742.88,1869.30,"9,050","9,067",113.70,115.46,"10,435","25,961","1,319,237","1,200"
12,230,60,18.40,80,460.02,10,350,"3,238",45.52,51.70,2.70,"183,537","1,611",38.90,139.95,"5,249",15.00,631.34,700.22,"1,755","8,578",52.62,43.23,"2,018","22,187","595,007",560
13,983,203,353.70,360,554.84,5,"1,900","6,344",176.16,148.16,5.50,"1,447,982","9,360",190.06,283.13,"49,351",11.60,2458.04,2709.20,"9,272","9,343",144.29,150.74,"9,809","34,438","1,875,427","2,300"
13,740,190,37.00,50,361.67,6,340,"2,096",40.40,41.73,1.41,"151,044","1,204",34.08,155.81,"3,717",15.00,591.58,657.03,"1,755","6,839",44.41,36.64,"1,584","21,545","469,042",440
13,700,220,63.00,90,521.86,4,220,"2,609",26.94,28.40,3.07,"86,869","1,205",24.86,91.38,"1,520",15.00,335.58,526.36,"1,752","4,204",28.98,20.16,"1,782","23,562","412,519",280
13,960,220,67.20,70,405.89,7,140,"2,609",26.94,28.40,3.07,"86,869","1,205",24.86,91.38,"1,520",15.00,335.58,526.36,"1,752","4,204",28.98,20.16,"1,782","23,562","412,519",200
13,620,160,31.00,50,342.57,6,320,"2,749",44.16,48.38,2.37,"175,925","1,448",36.78,186.26,"6,024",15.00,624.96,672.96,"1,755","8,449",50.52,41.61,"1,841","27,930","574,568",420
13,730,230,14.60,20,397.43,5,150,"2,388",13.84,14.63,1.40,"46,496",383,16.42,46.74,426,13.20,191.60,235.56,"1,700","2,128",13.82,11.53,396,"20,395","210,011",200
13,"1,780",390,231.40,130,442.94,7,510,"2,807",82.14,83.86,2.52,"491,197","3,695",91.10,177.84,"8,124",15.00,1113.58,1217.76,"8,337","8,374",88.50,86.53,"9,939","24,716","880,111",630
13,520,140,78.00,150,466.12,7,"1,200","3,075",87.20,87.86,2.71,"526,224","3,554",93.36,181.98,"9,158",15.00,1170.36,1274.74,"8,447","8,484",91.41,90.21,"11,318","27,071","911,311","1,500"
13,930,240,46.50,50,513.26,6,220,"2,210",23.12,25.34,2.74,"75,744",811,22.99,74.55,"1,080",15.00,269.16,401.40,"1,750","4,080",26.16,17.38,"1,339","19,722","439,001",330
13,670,180,46.90,70,539.11,6,290,"3,456",34.26,36.36,2.02,"122,097","1,623",29.55,117.43,"2,574",15.00,521.40,650.42,"1,755","4,766",35.72,28.80,"1,744","26,330","393,921",370
13,550,140,77.00,140,439.90,7,"1,000","3,166",92.42,92.25,2.83,"558,625","3,610",95.80,179.82,"10,346",15.00,1248.68,1350.94,"8,548","8,579",94.54,94.01,"12,233","29,482","958,166","1,300"
13,430,110,81.70,190,476.68,8,820,"2,849",115.66,105.54,2.63,"785,675","4,949",108.40,191.46,"25,240",15.00,1671.78,1796.52,"8,988","9,007",110.75,112.13,"10,942","32,741","1,222,376","1,200"
13,"1,230",270,98.40,80,474.06,6,680,"4,981",49.08,56.64,4.09,"215,567","2,273",47.14,160.14,"7,113",15.00,704.38,771.02,"1,755","8,235",57.48,49.15,"2,603","28,750","610,491",890
14,840,215,218.40,260,1495.05,10,440,"3,238",45.52,51.70,2.70,"183,537","1,611",38.90,139.95,"5,249",15.00,631.34,700.22,"1,755","8,578",52.62,43.23,"2,018","22,187","595,007",700
14,730,190,65.70,90,542.77,6,490,"4,134",47.94,55.74,3.43,"202,490","2,020",44.52,155.47,"6,442",15.00,683.14,741.88,"1,755","8,372",55.71,46.87,"2,403","26,504","612,314",620
14,470,120,32.90,70,493.59,7,380,"2,264",41.70,43.81,1.72,"159,443","1,279",34.34,167.34,"4,338",15.00,599.02,654.95,"1,755","7,535",46.26,38.32,"1,617","23,615","501,566",520
14,800,210,56.00,70,372.41,6,440,"6,282",53.92,59.10,5.37,"282,104","3,280",58.22,163.15,"8,317",15.00,766.14,824.22,"1,755","8,007",64.00,58.61,"3,402","29,575","607,308",570
14,760,240,15.20,20,459.54,4,80,"2,375",11.14,6.97,2.21,"32,818",332,11.73,31.71,336,12.00,178.93,188.00,"1,490","1,529",10.46,9.28,523,"18,075","127,630",100
14,850,220,59.50,70,422.15,5,520,"4,134",47.94,55.74,3.43,"202,490","2,020",44.52,155.47,"6,442",15.00,683.14,741.88,"1,755","8,372",55.71,46.87,"2,403","26,504","612,314",630
14,310,80,31.00,100,487.86,9,770,"6,399",57.52,63.61,4.97,"320,626","3,903",65.72,163.58,"7,968",14.60,813.66,867.54,"4,224","8,004",68.33,63.45,"3,939","25,721","629,302","1,100"
14,670,180,174.20,260,469.40,7,"1,100","4,050",136.96,123.53,3.24,"1,072,744","6,160",124.14,276.08,"45,261",14.20,1963.04,2042.70,"9,180","9,207",125.20,128.61,"9,687","33,549","1,622,903","1,700"
14,"1,070",280,74.90,70,539.11,6,260,"3,456",34.26,36.36,2.02,"122,097","1,623",29.55,117.43,"2,574",15.00,521.40,650.42,"1,755","4,766",35.72,28.80,"1,744","26,330","393,921",330
14,920,290,36.80,40,325.39,4,370,"3,600",31.96,33.62,2.71,"108,506","1,749",27.68,92.91,"1,896",15.00,463.32,630.38,"1,755","4,613",32.98,25.41,"1,914","22,258","406,027",450
14,940,250,56.40,60,462.80,5,190,"3,025",36.76,38.37,1.51,"131,422","1,390",31.73,121.94,"2,771",15.00,548.66,686.17,"1,755","5,154",38.72,31.87,"1,611","22,930","391,881",230
14,"2,490",550,199.20,80,467.18,6,700,"5,936",51.58,58.02,4.92,"245,985","2,807",52.58,133.58,"6,569",15.00,757.58,796.02,"1,755","8,070",60.57,53.90,"3,024","25,021","598,322",930
14,"1,110",250,88.80,80,390.29,7,900,"6,399",57.52,63.61,4.97,"320,626","3,903",65.72,163.58,"7,968",14.60,813.66,867.54,"4,224","8,004",68.33,63.45,"3,939","25,721","629,302","1,200"
